ID,sid,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
AMOEBA/DDM/BAR,29,0.8184970983454981,0.5253587938307958,2.0959198535214494,0.68125,0.4182234217759392,1.8243346235164655,0.008749999999999925,-1.0787729886951178,1.1083585537604606,0.7836899408914194,0.07854943576218928,0.9779616070393078,1.1549035534480736,0.2917023686314901,2.0415143548953036,0.6910233190806425,-0.08333333333333336,1.0
xtb-GNF/Machine Learning/CORINA MD,28,0.8503822669835019,0.4850657197206771,2.082516324722382,0.5375000000000001,0.38714552719631734,1.749513548699978,-0.135,-1.222771032676929,0.9064990110637217,0.6376479886026335,0.009633856011829044,0.9736617268215779,0.8167735042735041,-0.03561460429280787,1.8866934739193009,0.7637626158259734,-0.23809523809523814,1.0
RESP/GAFF/MMPBSA-Cor,20,1.549237715781539,0.8543740955004427,2.7948868394939756,1.27875,0.6719602064850423,2.4801179175881827,1.02625,-0.23212407845595207,2.2648396557852335,0.26294047099276974,0.0005621364446288707,0.8992988672599589,0.37926252780704844,-0.5892118367624617,1.2369883022135664,0.32732683535398854,-0.5384615384615385,0.9393364366277241
AMOEBA/DDM/BAR_2,30,2.319170110190281,1.164235839934673,3.7550882036605655,1.7575,0.8747636471113991,3.2510900384639108,-1.745,-3.1673244906629425,-0.34553904946437874,0.0019220028164147367,0.00026456339044242426,0.8356233436828894,0.02851685985247628,-0.8707866438443367,0.9378001342820739,0.10910894511799618,-0.7391304347826089,0.8260869565217392
AMOEBA/DDM/BAR_3,31,2.377840406755676,1.306704627284023,3.740150283440329,1.8675000000000002,0.9819963261209161,3.3417231840341426,1.705,0.21646675363139356,3.173948120405278,0.3285183207881389,0.0015737392766135986,0.8547416721854525,0.8832469851305467,-0.5550556614330189,2.0812908468078084,0.32732683535398854,-0.45454545454545453,0.959166304662544
B2PLYPD3/SMD_QZ-R,23,2.988264546521944,1.3915984104043055,4.633153065087163,2.2225,1.009632374463606,4.020944642477881,0.39250000000000007,-1.9316408632126953,2.604873245062079,0.09344542222744567,0.0007536811608661497,0.7958555982813661,0.7222149045779186,-1.2119515140669228,2.85550843083828,0.0769800358919501,-0.6799999999999999,0.7391304347826089
RESP/GAFF/MMPBSA/Nmode,18,4.151575002333452,3.050371466199757,5.460291639706132,3.9775,2.7450008920990934,5.248782974916851,-3.9775,-5.246556394579286,-2.719417841620187,0.41052118243017677,0.001878841548050106,0.9295799459625761,0.723700386371619,-0.4019088392816914,1.7785158553020077,0.5455447255899809,-0.3636363636363636,1.0
FSDAM/GAFF2/OPC3,14,4.309782477109489,2.269891471886414,8.549217456585078,3.9849999999999994,1.839578244717201,7.307511751534043,-1.295,-5.676866129564157,2.491118264513754,0.16169579365237144,0.0005859429446381551,0.8791671027724991,1.3716192483315766,-1.9626231451136378,5.135791876769766,0.37037037037037035,-0.5222329678670936,0.9797958971132713
B2PLYPD3/SMD_DZ,21,5.749563026874304,3.6434583039143864,7.72886232241177,5.0475,3.059679563565294,7.205603002528909,3.705,0.3771017584456461,6.644477683476767,0.05619348904621121,0.000564892274050308,0.7144564906322461,0.8196493384849554,-1.6704241629882728,3.770868515749732,0.07407407407407407,-0.6521739130434784,0.6521739130434784
B2PLYPD3/SMD_TZ,22,7.687618291772816,2.544333724324275,12.19578625517607,5.085000000000001,1.8420476345434427,9.649555012320281,2.655,-2.0514360087436634,8.074017979257224,0.10800211283544654,0.0008209947683634671,0.7326591902244746,1.8953430511649694,-1.4974775350397038,8.735674142880868,0.18184824186332696,-0.5099019513592785,0.8095238095238096
B2PLYPD3/SMD_QZ-NR,24,8.078906175962189,2.233997558381585,13.14130593281245,5.135,1.6343588139659302,10.11123206906862,2.3550000000000004,-2.529253546861852,8.384339122014154,0.09663084987457114,0.0006743344087654518,0.6974469224111234,1.9107832806462948,-1.5810076139178888,9.341724339738684,0.2309401076758503,-0.5000000000000001,0.7647058823529412
RESP/GAFF/MMPBSA,19,9.496911998118126,7.9605374796007,11.02467822396104,9.313749999999999,7.6786047471062036,10.89799156956725,9.313749999999999,7.6786047471062036,10.89799156956725,0.2648352125115838,0.0013154581964643314,0.8981685475159208,0.8474746809507084,-0.5334274736560178,2.0094230793071075,0.32732683535398854,-0.3530090432487313,0.9574271077563382
AM1-BCC/GAFF/MMPBSA,17,11.179692527077837,8.983511425976388,13.048793186925028,10.7725,8.367714336637674,12.845897120159508,10.7725,8.367714336637674,12.845897120159508,0.17199331728696843,0.0005722990393886333,0.814072969177224,1.0423984310970613,-1.2143051186185865,2.616773320313224,0.2545875386086578,-0.41871789467931186,0.9090909090909091
RESP/GAFF/MMGBSA,16,11.708398694953978,9.600889887619502,13.717560706944761,11.3525,9.124686092520225,13.487399144624618,11.3525,9.124686092520225,13.487399144624618,0.03737125454674873,0.0001766072068889995,0.6825735821954589,0.41629346680716567,-1.469125936569024,1.97440090546,0.036369648372665396,-0.5652173913043479,0.7833494518006403
Docking/GAFF/YANK_REF,REF4,,,,,,,,,,,,,,,,,,
