ID,Sensitivity,Sensitivity_lower_bound,Sensitivity_upper_bound,Specificity,Specificity_lower_bound,Specificity_upper_bound,Precision,Precision_lower_bound,Precision_upper_bound,Balanced Accuracy,Balanced Accuracy_lower_bound,Balanced Accuracy_upper_bound,Accuracy,Accuracy_lower_bound,Accuracy_upper_bound,True Positive,True Positive_lower_bound,True Positive_upper_bound,False Negative,False Negative_lower_bound,False Negative_upper_bound,True Negative,True Negative_lower_bound,True Negative_upper_bound,False Positive,False Positive_lower_bound,False Positive_upper_bound
51,0.038461538461538464,0.0,0.1,0.038461538461538464,0.0,0.1,0.044444444444444446,0.0,0.11627906976744186,0.4904489753887344,0.46773793414524134,0.5213541666666667,0.8836045056320401,0.8623279098873592,0.9061326658322904,704,686.0,722.0,43,31.0,56.0,2,0.0,5.0,50,37.0,64.0
44,0.019230769230769232,0.0,0.06382978723404255,0.019230769230769232,0.0,0.06382978723404255,0.03125,0.0,0.10344827586206896,0.4888657192874061,0.47368421052631576,0.5121611228609882,0.8973717146433041,0.8760951188986232,0.9173967459324155,716,699.0,732.0,31,21.0,42.0,1,0.0,3.0,51,38.0,65.0
46,0.019230769230769232,0.0,0.06382978723404255,0.019230769230769232,0.0,0.06382978723404255,0.02857142857142857,0.0,0.0967741935483871,0.486857687158892,0.47156084656084657,0.5106275033377837,0.8936170212765957,0.8723404255319149,0.9148936170212766,713,696.0,730.0,34,23.0,45.0,1,0.0,3.0,51,38.0,65.0
50,0.019230769230769232,0.0,0.06382978723404255,0.019230769230769232,0.0,0.06382978723404255,0.09090909090909091,0.0,0.3,0.5029219441870044,0.4900398406374502,0.5257108287961282,0.9236545682102628,0.904881101376721,0.9411764705882353,737,722.0,751.0,10,4.0,16.0,1,0.0,3.0,51,38.0,65.0
47,0.019230769230769232,0.0,0.06451612903225806,0.019230769230769232,0.0,0.06451612903225806,0.07692307692307693,0.0,0.25,0.5015832561013284,0.488544474393531,0.5246405681621341,0.9211514392991239,0.9023779724655819,0.9399249061326659,735,720.0,750.0,12,6.0,19.0,1,0.0,3.0,51,38.0,65.0
38,0.019230769230769232,0.0,0.06521739130434782,0.019230769230769232,0.0,0.06521739130434782,0.010101010101010102,0.0,0.03333333333333333,0.4440196684172588,0.4250334672021419,0.46967285587975244,0.8135168961201502,0.785982478097622,0.8397997496871089,649,627.0,670.0,98,80.0,116.0,1,0.0,3.0,51,38.0,65.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4886211512717537,0.48313090418353577,0.49339498018494055,0.9136420525657072,0.8936170212765957,0.932415519399249,730,714.0,745.0,17,10.0,25.0,0,0.0,0.0,52,39.0,66.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718875502008032,0.4635278514588859,0.47989276139410186,0.8823529411764706,0.8598247809762203,0.9036295369211514,705,687.0,722.0,42,30.0,55.0,0,0.0,0.0,52,39.0,66.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819277108433735,0.4749661705006766,0.4885290148448043,0.9011264080100125,0.8798498122653317,0.9211514392991239,720,703.0,736.0,27,17.0,37.0,0,0.0,0.0,52,39.0,66.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4933065595716198,0.48877146631439894,0.4973009446693657,0.9224030037546934,0.9036295369211514,0.9411764705882353,737,722.0,752.0,10,4.0,17.0,0,0.0,0.0,52,39.0,66.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49464524765729584,0.49066666666666664,0.4979973297730307,0.9249061326658323,0.9061326658322904,0.9424280350438048,739,724.0,753.0,8,3.0,14.0,0,0.0,0.0,52,39.0,66.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926372155287818,0.488,0.4966532797858099,0.9211514392991239,0.9011264080100125,0.9399249061326659,736,720.0,751.0,11,5.0,18.0,0,0.0,0.0,52,39.0,66.0
