ID,name,category,type,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound,ES,ES_lower_bound,ES_upper_bound
sga28,Xiaoyu Ding,Empirical,Standard,0.3026983907943247,0.20208127598880404,0.391360649394822,0.2321052631578948,0.148421052631579,0.3226315789473686,-0.07947368421052635,-0.21210526315789474,0.047894736842105365,0.2462525297325322,0.014314511276372587,0.5858068727020251,0.11351370182387256,0.026281991250484926,0.20974785244167002,0.25230800376163204,-0.10831541498574188,0.5559814861027278,1.319259775752767,1.208017760252619,1.413687256057
qwo91,Xiaoyu Ding,Empirical,Standard,0.5495883627052638,0.42143239452834524,0.6592060615459684,0.4678947368421053,0.34105263157894744,0.598421052631579,0.3542105263157895,0.1636842105263158,0.5394736842105261,0.056250197588481037,0.0001724957695874933,0.2835013202217459,0.26362544953666245,-0.12447126533121011,0.7082242787583087,0.12352941176470586,-0.18000400013333828,0.4086706892219254,1.0330760661361034,0.8510334767938579,1.2028082998725689
